,Date,Portfolio_Value,Cash,Total_Shares,Avg_Entry,Current_Price,Daily_Return,Cumulative_Return,Drawdown
21,2020-01-31,100000.0,100000.0,0,0.0,63.69463348388672,0.0,0.0,0.0
22,2020-02-03,100000.0,100000.0,0,0.0,65.04633331298828,0.0,0.0,0.0
23,2020-02-04,100000.0,100000.0,0,0.0,68.080322265625,0.0,0.0,0.0
24,2020-02-05,100000.0,100000.0,0,0.0,70.35582733154297,0.0,0.0,0.0
25,2020-02-06,100000.0,100000.0,0,0.0,71.11432647705078,0.0,0.0,0.0
26,2020-02-07,100000.0,100000.0,0,0.0,69.92796325683594,0.0,0.0,0.0
27,2020-02-10,100000.0,100000.0,0,0.0,71.4449691772461,0.0,0.0,0.0
28,2020-02-11,100000.0,100000.0,0,0.0,71.88255310058594,0.0,0.0,0.0
29,2020-02-12,100000.0,100000.0,0,0.0,73.22453308105469,0.0,0.0,0.0
30,2020-02-13,100000.0,100000.0,0,0.0,73.0008544921875,0.0,0.0,0.0
31,2020-02-14,100000.0,100000.0,0,0.0,73.30231475830078,0.0,0.0,0.0
32,2020-02-18,100000.0,100000.0,0,0.0,72.64105987548828,0.0,0.0,0.0
33,2020-02-19,100000.0,100000.0,0,0.0,73.73991394042969,0.0,0.0,0.0
34,2020-02-20,100000.0,100000.0,0,0.0,72.8647232055664,0.0,0.0,0.0
35,2020-02-21,100000.0,100000.0,0,0.0,70.51142883300781,0.0,0.0,0.0
36,2020-02-24,100000.0,100000.0,0,0.0,63.50987243652344,0.0,0.0,0.0
37,2020-02-25,100000.0,80010.71663665771,346,57.77249526977539,57.77249526977539,0.0,0.0,0.0
38,2020-02-26,99751.01684570312,80010.71663665771,346,57.77249526977539,57.05289077758789,-0.002489831542968779,-0.002489831542968779,-0.24898315429687498
39,2020-02-27,97119.87310791016,65027.84261703491,649,53.88622092906793,49.448429107666016,-0.026377111943258424,-0.028801268920898515,-2.880126892089844
40,2020-02-28,96747.5121307373,65027.84261703491,649,53.88622092906793,48.87468338012695,-0.003834034840213607,-0.03252487869262699,-3.2524878692626955
41,2020-03-02,100698.27586364746,65027.84261703491,649,53.88622092906793,54.9621467590332,0.040835817334211155,0.006982758636474573,0.0
42,2020-03-03,97662.63174057007,65027.84261703491,649,53.88622092906793,50.28472900390625,-0.030145939411990175,-0.023373682594299283,-3.014593941199021
43,2020-03-04,101733.30291748047,65027.84261703491,649,53.88622092906793,56.556949615478516,0.04168094904224673,0.017333029174804837,0.0
44,2020-03-05,98041.29594802856,65027.84261703491,649,53.88622092906793,50.868186950683594,-0.036291036106894325,-0.01958704051971416,-3.629103610689435
45,2020-03-06,96394.09302902222,65027.84261703491,649,53.88622092906793,48.33012390136719,-0.016801113276588286,-0.03605906970977757,-5.248241957492598
46,2020-03-09,89111.06446456909,45063.630977630615,1187,46.28169252095146,37.10820007324219,-0.07555471850604334,-0.10888935535430888,-12.407184364346971
47,2020-03-10,95852.08375930786,45063.630977630615,1187,46.28169252095146,42.78723907470703,0.07564738829283124,-0.04147916240692118,-5.781016628294351
48,2020-03-11,88453.13037490845,45063.630977630615,1187,46.28169252095146,36.553916931152344,-0.07719136709618923,-0.11546869625091527,-13.053908761169433
49,2020-03-12,76009.95677185059,25067.142448425293,1954,38.3484429639584,26.071041107177734,-0.14067533336940696,-0.23990043228149394,-25.285079131358795
50,2020-03-13,89747.99063110352,25067.142448425293,1954,38.3484429639584,33.10176467895508,0.18073992464551236,-0.10252009368896464,-11.781109963665163
51,2020-03-16,67839.34778213501,10072.7920627594,2639,34.07624400804873,21.889562606811523,-0.2441129065387202,-0.3216065221786498,-33.3164796220546
52,2020-03-17,77283.20252799988,10072.7920627594,2639,34.07624400804873,25.468135833740234,0.13920910289694488,-0.22716797472000116,-24.033526572230674
53,2020-03-18,67146.45726394653,10072.7920627594,2639,34.07624400804873,21.627004623413086,-0.13116362847904472,-0.32853542736053465,-33.99756486977383
54,2020-03-19,66581.87048339844,10072.7920627594,2639,34.07624400804873,21.41306495666504,-0.008408288442214529,-0.3341812951660156,-34.55253238223733
55,2020-03-20,59139.72518348694,10072.7920627594,2639,34.07624400804873,18.593002319335938,-0.11177435007277436,-0.40860274816513054,-41.8678805391217
56,2020-03-23,55110.68581199646,10072.7920627594,2639,34.07624400804873,17.066272735595703,-0.06812746185393959,-0.44889314188003526,-45.82827429018134
57,2020-03-24,67634.04166793823,10072.7920627594,2639,34.07624400804873,21.811765670776367,0.2272400655412583,-0.3236595833206175,-33.51828778939908
58,2020-03-25,69789.71056556702,10072.7920627594,2639,34.07624400804873,22.628616333007812,0.03187254294534747,-0.3021028943443297,-31.39934656188647
59,2020-03-26,80414.02513313293,10072.7920627594,2639,34.07624400804873,26.654502868652344,0.15223325159923728,-0.1958597486686705,-20.956046027170046
60,2020-03-27,73972.70938873291,10072.7920627594,2639,34.07624400804873,24.213685989379883,-0.08010189433666359,-0.26027290611267073,-27.287616476253774
61,2020-03-30,80106.08609580994,10072.7920627594,2639,34.07624400804873,26.53781509399414,0.0829140470554568,-0.19893913904190041,-21.25873848725146
62,2020-03-31,76923.90676116943,10072.7920627594,2639,34.07624400804873,25.331987380981445,-0.03972456388437817,-0.23076093238830542,-24.386700760551168
63,2020-04-01,68044.65389633179,10072.7920627594,2639,34.07624400804873,21.96735954284668,-0.11542904200648085,-0.3195534610366819,-33.11467145471012
64,2020-04-02,71971.0301437378,10072.7920627594,2639,34.07624400804873,23.45518684387207,0.05770293509594393,-0.28028969856262187,-29.255191682790365
65,2020-04-03,69379.09833717346,10072.7920627594,2639,34.07624400804873,22.4730224609375,-0.03601354324632877,-0.30620901662826516,-31.802962896575433
66,2020-04-06,81389.2140750885,10072.7920627594,2639,34.07624400804873,27.024032592773438,0.17310855900068667,-0.18610785924911477,-19.99747207548524
67,2020-04-07,81363.53319358826,10072.7920627594,2639,34.07624400804873,27.014301300048828,-0.0003155317543249714,-0.18636466806411722,-20.022715413471694
68,2020-04-08,88626.0633277893,10072.7920627594,2639,34.07624400804873,29.76630210876465,0.08926026008385501,-0.1137393667221066,-12.883922190477698
69,2020-04-09,92141.83741378784,10072.7920627594,2639,34.07624400804873,31.098539352416992,0.03966975350123825,-0.07858162586212125,-9.428048857779254
70,2020-04-13,89857.86981201172,10072.7920627594,2639,34.07624400804873,30.23307228088379,-0.024787519609787534,-0.10142130187988252,-11.673102872813773
71,2020-04-14,97017.74688911438,10072.7920627594,2639,34.07624400804873,32.94617462158203,0.07968002237401772,-0.0298225311088558,-4.635213733492016
72,2020-04-15,91423.28614807129,10072.7920627594,2639,34.07624400804873,30.826257705688477,-0.05766430287684621,-0.08576713851928675,-10.134357652549632
73,2020-04-16,92655.10269927979,10072.7920627594,2639,34.07624400804873,31.293031692504883,0.013473772417384122,-0.07344897300720177,-8.923528439418051
74,2020-04-17,99276.06381034851,10072.7920627594,2639,34.07624400804873,33.80192184448242,0.07145813795660705,-0.007239361896514418,-2.415373370040991
75,2020-04-20,94605.45541572571,10072.7920627594,2639,34.07624400804873,32.032081604003906,-0.047046671829629294,-0.05394544584274252,-7.006405274717576
76,2020-04-21,86906.6724395752,10072.7920627594,2639,34.07624400804873,29.114770889282227,-0.08137779097748299,-0.13093327560424772,-14.574018588516374
77,2020-04-22,91962.19708061218,10072.7920627594,2639,34.07624400804873,31.030467987060547,0.05817188138864715,-0.08037802919387793,-9.604628530338763
78,2020-04-23,91808.23762893677,10072.7920627594,2639,34.07624400804873,30.97212791442871,-0.0016741602154247692,-0.08191762371063205,-9.755964864911814
79,2020-04-24,95375.32817649841,10072.7920627594,2639,34.07624400804873,32.32381057739258,0.03885370898828078,-0.046246718235015694,-6.249649385844905
80,2020-04-27,99019.41606712341,10072.7920627594,2639,34.07624400804873,33.70466995239258,0.03820786738349535,-0.009805839328765664,-2.667648422423075
81,2020-04-28,97838.95121192932,10072.7920627594,2639,34.07624400804873,33.257354736328125,-0.011921549349411142,-0.02161048788070652,-3.8280008550493987
82,2020-04-29,104613.87177467346,10072.7920627594,2639,34.07624400804873,35.8245849609375,0.06924563764046243,0.04613871774673495,0.0
83,2020-04-30,101816.6388874054,10072.7920627594,2639,34.07624400804873,34.764625549316406,-0.02673864220696265,0.018166388874054418,-2.673864220696269
84,2020-05-01,94733.76922035217,10072.7920627594,2639,34.07624400804873,32.08070373535156,-0.0695649526879969,-0.05266230779647785,-9.444352251489097
85,2020-05-04,95324.00668144226,10072.7920627594,2639,34.07624400804873,32.30436325073242,0.00623048640360957,-0.04675993318557692,-8.880146519421944
86,2020-05-05,97659.30584526062,10072.7920627594,2639,34.07624400804873,33.18928146362305,0.024498541816675434,-0.023406941547393312,-6.647842978598667
87,2020-05-06,95939.91495704651,10072.7920627594,2639,34.07624400804873,32.537750244140625,-0.017606011770536778,-0.04060085042953443,-8.291402153922457
88,2020-05-07,99045.09694862366,10072.7920627594,2639,34.07624400804873,33.71440124511719,0.03236590310682863,-0.00954903051376299,-5.323170561973196
89,2020-05-08,103459.05760002136,10072.7920627594,2639,34.07624400804873,35.38698959350586,0.04456516059232385,0.03459057600021409,-1.1038824536954714
90,2020-05-11,103433.39685249329,10072.7920627594,2639,34.07624400804873,35.37726593017578,-0.0002480280424289605,0.03433396852493331,-1.1284114641343035
91,2020-05-12,97941.60426902771,10072.7920627594,2639,34.07624400804873,33.2962532043457,-0.05309496497825983,-0.02058395730972251,-6.377994994791003
92,2020-05-13,93347.9730834961,10072.7920627594,2639,34.07624400804873,31.55558204650879,-0.04690173516980334,-0.06652026916503873,-10.769029479611318
93,2020-05-14,96170.88181877136,10072.7920627594,2639,34.07624400804873,32.62527084350586,0.030240707345089213,-0.03829118181228597,-8.070621813985962
94,2020-05-15,97223.0228023529,10072.7920627594,2639,34.07624400804873,33.02396011352539,0.010940327921337367,-0.02776977197647057,-7.064884271026328
95,2020-05-18,105255.44079780579,10072.7920627594,2639,34.07624400804873,36.06769561767578,0.08261847619963625,0.052554407978058215,0.0
96,2020-05-19,102406.8662815094,10072.7920627594,2639,34.07624400804873,34.98828125,-0.027063441991264425,0.024068662815094344,-2.706344199126445
97,2020-05-20,107154.49718666077,10072.7920627594,2639,34.07624400804873,36.78730773925781,0.04636047442463931,0.07154497186660813,0.0
98,2020-05-21,104870.49938392639,10072.7920627594,2639,34.07624400804873,35.92182922363281,-0.021314997155515547,0.0487049938392643,-2.131499715551557
99,2020-05-22,105512.06840705872,10072.7920627594,2639,34.07624400804873,36.164939880371094,0.006117726404482715,0.05512068407058757,-1.532767007194272
100,2020-05-26,109233.14860725403,10072.7920627594,2639,34.07624400804873,37.574974060058594,0.03526686810687507,0.09233148607254082,0.0
101,2020-05-27,113390.49171638489,10072.7920627594,2639,34.07624400804873,39.15032196044922,0.03805935434561647,0.13390491716384956,0.0
102,2020-05-28,112979.87948799133,10072.7920627594,2639,34.07624400804873,38.994728088378906,-0.0036212227513801043,0.12979879487991397,-0.36212227513801437
103,2020-05-29,114083.37216758728,10072.7920627594,2639,34.07624400804873,39.41287612915039,0.009767161060861618,0.1408337216758735,0.0
104,2020-06-01,115546.13544654846,10072.7920627594,2639,34.07624400804873,39.9671630859375,0.012821879746089504,0.15546135446548526,0.0
105,2020-06-02,118112.43167304993,10072.7920627594,2639,34.07624400804873,40.939613342285156,0.022210143304088437,0.1811243167304999,0.0
106,2020-06-03,122475.05069541931,10072.7920627594,2639,34.07624400804873,42.59274673461914,0.036936154480721184,0.22475050695419396,0.0
107,2020-06-04,121525.54263496399,10072.7920627594,2639,34.07624400804873,42.232948303222656,-0.007752665176000928,0.21525542634964068,-0.7752665176000901
108,2020-06-05,130096.86652946472,10072.7920627594,2639,34.07624400804873,45.480892181396484,0.07053104811263511,0.30096866529464816,0.0
109,2020-06-08,134485.16643333435,134485.16643333435,0,0.0,47.14375686645508,0.0337310192084892,0.3448516643333446,0.0
110,2020-06-09,134485.16643333435,134485.16643333435,0,0.0,46.11297607421875,0.0,0.3448516643333446,0.0
111,2020-06-10,134485.16643333435,134485.16643333435,0,0.0,45.36418914794922,0.0,0.3448516643333446,0.0
112,2020-06-11,134485.16643333435,114499.16899299622,533,37.4971809387207,37.4971809387207,0.0,0.3448516643333446,0.0
113,2020-06-12,135169.33328819275,114499.16899299622,533,37.4971809387207,38.78079605102539,0.005087303477425031,0.3516933328819285,0.0
114,2020-06-15,135749.84182548523,114499.16899299622,533,37.4971809387207,39.869930267333984,0.004294676337973646,0.3574984182548533,0.0
115,2020-06-16,136973.04941749573,114499.16899299622,533,37.4971809387207,42.164878845214844,0.009010747825275667,0.3697304941749584,0.0
116,2020-06-17,136667.24497795105,114499.16899299622,533,37.4971809387207,41.59113693237305,-0.002232588387607426,0.3666724497795115,-0.22325883876074165
117,2020-06-18,136713.89549064636,114499.16899299622,533,37.4971809387207,41.67866134643555,0.0003413437704318234,0.36713895490646453,-0.18920066973135752
118,2020-06-19,136335.531042099,114499.16899299622,533,37.4971809387207,40.96878433227539,-0.0027675639494395554,0.363355310420991,-0.46543343972255724
119,2020-06-22,136755.35515785217,114499.16899299622,533,37.4971809387207,41.756446838378906,0.0030793448526895695,0.3675535515785229,-0.15893218452048885
120,2020-06-23,137054.22423744202,114499.16899299622,533,37.4971809387207,42.317176818847656,0.002185428711328097,0.37054224237442135,0.0
121,2020-06-24,135341.97312355042,114499.16899299622,533,37.4971809387207,39.104698181152344,-0.012493238522332417,0.3534197312355054,-1.249323852233246
122,2020-06-25,136006.1166934967,114499.16899299622,533,37.4971809387207,40.350746154785156,0.004907151526008846,0.36006116693496826,-0.7647393210803193
123,2020-06-26,134496.22112464905,114499.16899299622,533,37.4971809387207,37.517921447753906,-0.011101673994930339,0.3449622112464916,-1.8664168339396172
124,2020-06-29,135310.83821678162,114499.16899299622,533,37.4971809387207,39.04628372192383,0.006056802825542551,0.35310838216781737,-1.272041070138809
125,2020-06-30,136192.90986824036,114499.16899299622,533,37.4971809387207,40.701202392578125,0.00651885438803923,0.36192909868240464,-0.6284478818467214
126,2020-07-01,136597.6229915619,114499.16899299622,533,37.4971809387207,41.460514068603516,0.0029716166848412495,0.3659762299156202,-0.33315371957385276
127,2020-07-02,136940.0744342804,114499.16899299622,533,37.4971809387207,42.10301208496094,0.0025070087986791556,0.3694007443428051,-0.08328805901222006
128,2020-07-06,137972.62164115906,114499.16899299622,533,37.4971809387207,44.04024887084961,0.007540139080136177,0.37972621641159177,0.0
129,2020-07-07,137256.58384895325,114499.16899299622,533,37.4971809387207,42.69683837890625,-0.005189709260349451,0.3725658384895336,-0.5189709260349424
130,2020-07-08,137759.87830543518,114499.16899299622,533,37.4971809387207,43.64110565185547,0.003666814679256447,0.377598783054353,-0.15419242831899108
131,2020-07-09,137381.1112766266,114499.16899299622,533,37.4971809387207,42.93047332763672,-0.002749472730868785,0.3738111127662671,-0.42871575352889824
132,2020-07-10,138081.58059883118,114499.16899299622,533,37.4971809387207,44.24467468261719,0.005098730936847318,0.3808158059883131,0.0
133,2020-07-13,137479.692609787,114499.16899299622,533,37.4971809387207,43.11542892456055,-0.004358930325347732,0.3747969260978712,-0.4358930325347712
134,2020-07-14,138372.13781929016,114499.16899299622,533,37.4971809387207,44.78981018066406,0.006491469340393685,0.383721378192903,0.0
135,2020-07-15,139010.34749412537,139010.34749412537,0,0.0,45.98720169067383,0.004612270106491234,0.39010347494125486,0.0
136,2020-07-16,139010.34749412537,139010.34749412537,0,0.0,45.529666900634766,0.0,0.39010347494125486,0.0
137,2020-07-17,139010.34749412537,139010.34749412537,0,0.0,45.88011169433594,0.0,0.39010347494125486,0.0
138,2020-07-20,139010.34749412537,139010.34749412537,0,0.0,47.02882385253906,0.0,0.39010347494125486,0.0
139,2020-07-21,139010.34749412537,139010.34749412537,0,0.0,47.330604553222656,0.0,0.39010347494125486,0.0
140,2020-07-22,139010.34749412537,139010.34749412537,0,0.0,48.11912155151367,0.0,0.39010347494125486,0.0
141,2020-07-23,139010.34749412537,139010.34749412537,0,0.0,46.464210510253906,0.0,0.39010347494125486,0.0
142,2020-07-24,139010.34749412537,139010.34749412537,0,0.0,45.50045394897461,0.0,0.39010347494125486,0.0
143,2020-07-27,139010.34749412537,139010.34749412537,0,0.0,46.48366165161133,0.0,0.39010347494125486,0.0
144,2020-07-28,139010.34749412537,139010.34749412537,0,0.0,45.67568588256836,0.0,0.39010347494125486,0.0
145,2020-07-29,139010.34749412537,139010.34749412537,0,0.0,47.28192138671875,0.0,0.39010347494125486,0.0
146,2020-07-30,139010.34749412537,139010.34749412537,0,0.0,46.77571105957031,0.0,0.39010347494125486,0.0
147,2020-07-31,139010.34749412537,139010.34749412537,0,0.0,47.904945373535156,0.0,0.39010347494125486,0.0
148,2020-08-03,139010.34749412537,139010.34749412537,0,0.0,48.87843322753906,0.0,0.39010347494125486,0.0
149,2020-08-04,139010.34749412537,139010.34749412537,0,0.0,49.433319091796875,0.0,0.39010347494125486,0.0
150,2020-08-05,139010.34749412537,139010.34749412537,0,0.0,50.33865737915039,0.0,0.39010347494125486,0.0
151,2020-08-06,139010.34749412537,139010.34749412537,0,0.0,51.37054443359375,0.0,0.39010347494125486,0.0
152,2020-08-07,139010.34749412537,139010.34749412537,0,0.0,51.46788024902344,0.0,0.39010347494125486,0.0
153,2020-08-10,139010.34749412537,139010.34749412537,0,0.0,51.9643669128418,0.0,0.39010347494125486,0.0
154,2020-08-11,139010.34749412537,139010.34749412537,0,0.0,50.6988410949707,0.0,0.39010347494125486,0.0
155,2020-08-12,139010.34749412537,139010.34749412537,0,0.0,52.73340606689453,0.0,0.39010347494125486,0.0
156,2020-08-13,139010.34749412537,139010.34749412537,0,0.0,52.52898406982422,0.0,0.39010347494125486,0.0
157,2020-08-14,139010.34749412537,139010.34749412537,0,0.0,52.48030471801758,0.0,0.39010347494125486,0.0
158,2020-08-17,139010.34749412537,139010.34749412537,0,0.0,52.95730972290039,0.0,0.39010347494125486,0.0
159,2020-08-18,139010.34749412537,139010.34749412537,0,0.0,53.28830337524414,0.0,0.39010347494125486,0.0
160,2020-08-19,139010.34749412537,139010.34749412537,0,0.0,52.636070251464844,0.0,0.39010347494125486,0.0
161,2020-08-20,139010.34749412537,139010.34749412537,0,0.0,53.122806549072266,0.0,0.39010347494125486,0.0
162,2020-08-21,139010.34749412537,139010.34749412537,0,0.0,53.66795349121094,0.0,0.39010347494125486,0.0
163,2020-08-24,139010.34749412537,139010.34749412537,0,0.0,55.332611083984375,0.0,0.39010347494125486,0.0
164,2020-08-25,139010.34749412537,139010.34749412537,0,0.0,55.90695571899414,0.0,0.39010347494125486,0.0
165,2020-08-26,139010.34749412537,139010.34749412537,0,0.0,57.58134841918945,0.0,0.39010347494125486,0.0
166,2020-08-27,139010.34749412537,139010.34749412537,0,0.0,57.96100997924805,0.0,0.39010347494125486,0.0
167,2020-08-28,139010.34749412537,139010.34749412537,0,0.0,59.0999755859375,0.0,0.39010347494125486,0.0
168,2020-08-31,139010.34749412537,139010.34749412537,0,0.0,58.4088020324707,0.0,0.39010347494125486,0.0
169,2020-09-01,139010.34749412537,139010.34749412537,0,0.0,60.092918395996094,0.0,0.39010347494125486,0.0
170,2020-09-02,139010.34749412537,139010.34749412537,0,0.0,62.711585998535156,0.0,0.39010347494125486,0.0
171,2020-09-03,139010.34749412537,139010.34749412537,0,0.0,56.25741195678711,0.0,0.39010347494125486,0.0
172,2020-09-04,139010.34749412537,139010.34749412537,0,0.0,54.85559844970703,0.0,0.39010347494125486,0.0
173,2020-09-08,139010.34749412537,119037.4935131073,397,50.30945587158203,50.30945587158203,0.0,0.39010347494125486,0.0
174,2020-09-09,140192.94995307922,119037.4935131073,397,50.30945587158203,53.28830337524414,0.008507298055663304,0.4019294995307934,0.0
175,2020-09-10,139103.09753990173,119037.4935131073,397,50.30945587158203,50.54308319091797,-0.0077739459333885375,0.39103097539901843,-0.777394593338859
176,2020-09-11,139110.8257007599,119037.4935131073,397,50.30945587158203,50.56254959106445,5.5557072378809025e-05,0.3911082570075999,-0.7718820758686575
177,2020-09-14,139918.55102348328,119037.4935131073,397,50.30945587158203,52.59712219238281,0.005806344104813732,0.3991855102348336,-0.19572947832810786
178,2020-09-15,140216.13897895813,119037.4935131073,397,50.30945587158203,53.34671401977539,0.002126865617875895,0.40216138978958216,0.0
179,2020-09-16,139980.38994026184,119037.4935131073,397,50.30945587158203,52.75288772583008,-0.001681325990096405,0.3998038994026192,-0.16813259900963848
180,2020-09-17,139435.45994758606,119037.4935131073,397,50.30945587158203,51.38026809692383,-0.0038929023765995607,0.3943545994758615,-0.556768312875328
181,2020-09-18,138735.95159339905,119037.4935131073,397,50.30945587158203,49.618282318115234,-0.005016717802271753,0.38735951593399154,-1.0556469435955655
182,2020-09-21,138055.75682640076,119037.4935131073,397,50.30945587158203,47.904945373535156,-0.004902801034527671,0.38055756826400855,-1.5407514201211716
183,2020-09-22,138647.06335639954,119037.4935131073,397,50.30945587158203,49.39438247680664,0.004283099405570701,0.38647063356399625,-1.1190406710557483
184,2020-09-23,137278.9547481537,119037.4935131073,397,50.30945587158203,45.948265075683594,-0.009867562825539689,0.3727895474815377,-2.0947547494837373
185,2020-09-24,137414.21649360657,119037.4935131073,397,50.30945587158203,46.28897476196289,0.00098530576446354,0.37414216493606656,-1.9982881469671903
186,2020-09-25,138303.10492134094,119037.4935131073,397,50.30945587158203,48.52798843383789,0.006468678790420013,0.38303104921341036,-1.3643465520786244
187,2020-09-28,139273.1458530426,119037.4935131073,397,50.30945587158203,50.97141647338867,0.007013876747404613,0.3927314585304269,-0.6725282358951845
188,2020-09-29,138925.32258033752,119037.4935131073,397,50.30945587158203,50.09528732299805,-0.0024974180813872593,0.38925322580337607,-0.9205904598573456
189,2020-09-30,139389.0879535675,119037.4935131073,397,50.30945587158203,51.26346206665039,0.003338234992845024,0.3938908795356757,-0.5898401078600077
190,2020-10-01,139760.09873771667,119037.4935131073,397,50.30945587158203,52.197998046875,0.0026616917406960816,0.3976009873771673,-0.32524090633382213
191,2020-10-02,139203.5802898407,119037.4935131073,397,50.30945587158203,50.79618835449219,-0.003981955171056151,0.39203580289840767,-0.7221413287306275
192,2020-10-05,140235.46013832092,119037.4935131073,397,50.30945587158203,53.395381927490234,0.00741273928681796,0.4023546013832098,0.0
193,2020-10-06,139350.43957710266,119037.4935131073,397,50.30945587158203,51.16611099243164,-0.00631096129570452,0.39350439577102714,-0.631096129570455
194,2020-10-07,140382.31791114807,119037.4935131073,397,50.30945587158203,53.76530075073242,0.007404916246959381,0.40382317911148125,0.0
195,2020-10-08,140946.56754875183,119037.4935131073,397,50.30945587158203,55.18658447265625,0.0040193782664343924,0.4094656754875188,0.0
196,2020-10-09,141537.86953544617,119037.4935131073,397,50.30945587158203,56.67601013183594,0.004195220905183206,0.41537869535446226,0.0
197,2020-10-12,142650.90794563293,119037.4935131073,397,50.30945587158203,59.47963333129883,0.007863891224588748,0.42650907945633,0.0
198,2020-10-13,142171.6817073822,119037.4935131073,397,50.30945587158203,58.27251434326172,-0.0033594334950421967,0.4217168170738226,-0.3359433495042141
199,2020-10-14,141758.15922355652,119037.4935131073,397,50.30945587158203,57.23089599609375,-0.002908613578031627,0.4175815922355657,-0.6258275779195602
200,2020-10-15,141665.40614891052,119037.4935131073,397,50.30945587158203,56.99726104736328,-0.0006543050160500163,0.4166540614891059,-0.6908485974011509
201,2020-10-16,141611.29842185974,119037.4935131073,397,50.30945587158203,56.86096954345703,-0.000381940295246852,0.416112984218598,-0.7287787640085747
202,2020-10-19,140594.87640953064,119037.4935131073,397,50.30945587158203,54.30071258544922,-0.0071775488513718955,0.405948764095307,-1.44130280396525
203,2020-10-20,140819.03093528748,119037.4935131073,397,50.30945587158203,54.865333557128906,0.0015943292634925665,0.40819030935287537,-1.2841677888539085
204,2020-10-21,140687.63402748108,119037.4935131073,397,50.30945587158203,54.534358978271484,-0.0009330905555426927,0.40687634027481145,-1.3762785995726698
205,2020-10-22,141058.64329719543,119037.4935131073,397,50.30945587158203,55.46889114379883,0.002637113576321015,0.4105864329719551,-1.1161966449202996
206,2020-10-23,141267.33847236633,119037.4935131073,397,50.30945587158203,55.994571685791016,0.0014794922898215823,0.4126733847236641,-0.9698988202682222
207,2020-10-26,140065.41182518005,119037.4935131073,397,50.30945587158203,52.96704864501953,-0.008508170821250327,0.4006541182518013,-1.8124638375510826
208,2020-10-27,139829.6673297882,119037.4935131073,397,50.30945587158203,52.373233795166016,-0.00168310286115525,0.39829667329788276,-1.9777235605958825
209,2020-10-28,137707.9365825653,119037.4935131073,397,50.30945587158203,47.02882385253906,-0.015173680862865857,0.3770793658256537,-3.4650823007390112
210,2020-10-29,138252.86051750183,119037.4935131073,397,50.30945587158203,48.40142822265625,0.003957098976715923,0.38252860517501897,-3.0830840766939147
211,2020-10-30,137642.2358570099,119037.4935131073,397,50.30945587158203,46.86333084106445,-0.004416723518097743,0.37642235857009965,-3.5111392985538865
212,2020-11-02,138283.78073310852,119037.4935131073,397,50.30945587158203,48.479312896728516,0.00466095942211453,0.3828378073310861,-3.061408634138391
213,2020-11-03,139284.74036598206,119037.4935131073,397,50.30945587158203,51.0006217956543,0.007238445662730353,0.3928474036598213,-2.359723907914972
214,2020-11-04,140637.38962364197,119037.4935131073,397,50.30945587158203,54.407798767089844,0.009711395908164278,0.4063738962364205,-1.411500530202274
215,2020-11-05,141905.01851081848,119037.4935131073,397,50.30945587158203,57.6008186340332,0.00901345574294865,0.4190501851081858,-0.522877453467542
216,2020-11-06,141893.4224834442,119037.4935131073,397,50.30945587158203,57.57160949707031,-8.171682366109323e-05,0.418934224834443,-0.5310064079489865
217,2020-11-09,142766.84853172302,119037.4935131073,397,50.30945587158203,59.77167510986328,0.0061555076549142385,0.42766848531723123,0.0
